General Attribute,General Frequency,Matched Medical Attributes,Matched Medical Frequencies,Mean Cosine Similarity,Direction
branch,126,Branch Of Middle Cerebral Artery; Left Pulmonary Artery Branch; Branch Of Left Bronchial Arterial Tree; Structure Of Circumflex Branch Of Left Coronary Artery; Electrocardiographic Right Bundle Branch Block; Aortic Arch Branch,1; 1; 1; 1; 1; 1,0.7438743616217153,General ⊂ Medical
sides,28,Hydroureteronephrosis On Both Sides,1,0.7440095275633037,General ⊂ Medical
cell,1376,Epithelial Cell Of Renal Tubule; White Blood Cell Count Increased Lab Result; Stage Iii Non Small Cell Carcinoma Of The Lung; Small Cell Neuroendocrine Carcinoma; Metastatic Non Small Cell Lung Cancer; Extensive Stage Small Cell Carcinoma Of The Lung; Stage Non Small Cell Lung Cancer; Newly Diagnosed Non Small Cell Lung Cancer; Squamous Cell Carcinoma Of The Trachea; Malignant Glandular Cell; Non Keratinizing Malignant Small Squamous Cell; Malignant Squamous Cell Neoplasm; History Of Squamous Cell Carcinoma; Red Blood Cell Scan; Metastatic Small Cell Neuroendocrine Carcinoma; Recurrent Relapsed Non Small Cell Lung Cancer; Neoplastic Large Cell; Large Cell Undifferentiated Lung Carcinoma; Metastatic Non Small Cell Carcinoma; Cap Formation Cell Function; Squamous Cell Carcinoma Recurrent; Metastatic Squamous Cell Carcinoma; Malignant Lymphoma B Cell Type; Cell Cycle Regulator Of Nonhomologous End Joining; Progression Of Non Small Cell Lung Cancer; Stage Iv Epidermoid Cell Carcinoma Of The Lung; Stage Iiia Non Small Cell Carcinoma Of The Lung; Transitional Cell Neoplasm Of The Urinary Tract; Stage Small Cell Lung Cancer; Squamous Cell Carcinoma Of The Glottis; Pulmonary Carcinoma Cell Type Unspecified Recurrent; Stage Iiib Lung Large Cell Carcinoma Ajcc V7; Squamous Cell Carcinoma Of Right Lung,20; 86; 9; 45; 43; 5; 1; 13; 1; 1; 4; 24; 3; 1; 1; 9; 35; 10; 3; 3; 2; 5; 3; 4; 1; 1; 1; 3; 1; 3; 1; 1; 1,0.7442214384069022,General ⊂ Medical
intrinsic,44,Intrinsic Muscles Of The Back,2,0.7443291473391926,General ⊂ Medical
magnetic,24,Medical Imaging Magnetic Resonance Nuclear Magnetic Resonance; Magnetic Resonance Imaging Using Gadolinium Contrast Procedure; Diffusion Weighted Magnetic Resonance Imaging; Magnetic Resonance Imaging Of Thoracic Spine; Magnetic Resonance Imaging Of Lumbar Spine; Nuclear Magnetic Resonance Imaging Brain; Magnetic Resonance Imaging Of Cervical Spine; Magnetic Resonance Imaging Of Head; Proton Magnetic Resonance Spectroscopic Imaging; Magnetic Resonance Imaging Mri Of Spine; Magnetic Resonance Imaging With Contrast; T2 Weighted Magnetic Resonance Imaging; Magnetic Resonance Imaging Mri Of Liver; Magnetic Resonance Imaging Angiography Of Head; Magnetic Resonance Angiography; Magnetic Resonance Imaging Of Abdomen; Magnetic Resonance Imaging Venography; Contrast Enhanced Magnetic Resonance Imaging; Magnetic Resonance Imaging Of The Brain With And Without Contrast; Magnetic Resonance Imaging Mri Of Chest; Magnetic Resonance Imaging Center; Secretin Enhanced Magnetic Resonance Imaging,1990; 10; 36; 3; 7; 61; 5; 43; 28; 3; 13; 1; 8; 3; 3; 13; 2; 6; 4; 4; 1; 1,0.7445720872648269,General ⊂ Medical
linear,295,Linear Atelectasis,77,0.7446846112170764,General ⊂ Medical
avid,62,Fluorine 18 Fluorodeoxyglucose Avid Tumor,1,0.7452211950071135,General ⊂ Medical
motion,311,Patient Motion Artifact; Multisection For Motion; Wall Motion,51; 4; 7,0.7454355314748801,General ⊂ Medical
internal,830,Right Internal Capsule; Internal Carotid; Structure Of Right Internal Carotid Artery; Open Reduction Internal Fixation Orif; Structure Of Left Internal Carotid Artery; Structure Of Right Internal Thoracic Artery; Aneurysm Of Extracranial Internal Carotid Artery; Internal Medicine Service; Structure Of Internal Thoracic Vein; Internal Auditory Canal Right; Central Venous Line In The Right Internal Jugular Vein; Left Internal Capsule; Structure Of Internal Iliac Artery; 467 468 Common And Internal Iliac Arteries; Structure Of Genu Of Internal Capsule,5; 30; 22; 2; 15; 15; 1; 4; 1; 1; 1; 1; 1; 1; 1,0.7454557888641002,General ⊂ Medical
elimination,1,Elimination Function Of The Body,98,0.7456310086148679,General ⊂ Medical
rhythm,2,3 Lead Electrocardiogram Rhythm Strip : Pacemaker In Place,4,0.7461971582696759,General ⊂ Medical
aplasia,1,Aplasia Of The Epiglottis,1,0.746325754618959,General ⊂ Medical
focus,520,Slow To Focus,1,0.746356654162036,General ⊂ Medical
corpus,30,Structure Of Splenium Of Corpus Callosum; Gastric Corpus Structure; Structure Of Genu Of Corpus Callosum; Structure Of Body Of Corpus Callosum; Structure Of Rostrum Of Corpus Callosum; Rostral Body Of The Corpus Callosum,6; 5; 8; 1; 3; 2,0.7465023138854819,General ⊂ Medical
attack,30,Ischemic Attack,30,0.7469258678827403,General ⊂ Medical
portion,709,Portion Of Pleural Fluid; Structure Of Superior Portion Of Duodenum; Portion Of Sputum; Structure Of Inferior Portion Of Duodenum; Thoracic Portion Of Spinal Cord; Structure Of Descending Portion Of Duodenum; Structure Of Ascending Portion Of Duodenum; Entire Anterior Portion Of Diaphragmatic Aspect Of Liver,352; 2; 1; 6; 6; 9; 4; 1,0.7470397813265632,General ⊂ Medical
teres,3,Ligamentum Teres,3,0.7470913885015645,General ⊂ Medical
containing,76,Gipc Pdz Domain Containing Family Member 1; Polymethyl Methacrylate Containing Product,5; 2,0.747413961140051,General ⊂ Medical
neuron,9,Upper Motor Neuron Disease,4,0.747998889289142,General ⊂ Medical
ducts,9,Gallbladder And Bile Ducts Structure; Dilated Pancreatic Ducts; Dilated Intrahepatic Bile Ducts; Dilatation Of The Intrahepatic Bile Ducts,1; 2; 1; 1,0.7480497286550934,General ⊂ Medical
stage,225,Stage Iii Non Small Cell Carcinoma Of The Lung; Extensive Stage Small Cell Carcinoma Of The Lung; Stage Iv Lung Cancer Ajcc V8; Stage Non Small Cell Lung Cancer; Stage Iiib Testicular Cancer Ajcc V6 And V7; Cancer Of Lung Stage Iii; Stage Iii Lung Adenocarcinoma Ajcc V7; Stage Iv Epidermoid Cell Carcinoma Of The Lung; Stage Iiia Non Small Cell Carcinoma Of The Lung; Dependence On Dialysis Due To End Stage Renal Disease; End Stage Copd; Stage Small Cell Lung Cancer; Swallowing Function Pharyngeal Stage Transit Time; Malignant Neoplasm Of Larynx Stage Iv; Stage Iiib Lung Large Cell Carcinoma Ajcc V7,9; 5; 23; 1; 9; 6; 1; 1; 1; 2; 4; 1; 1; 2; 1,0.7481020366181723,General ⊂ Medical
attempts,46,Number Of Unsuccessful Attempts : Number : Point In Time : Patient : Quantitative,6,0.7481657189822061,General ⊂ Medical
coded,7,Applies To Hl7 Value Set And Coded Concept Property Codes,1,0.7483572146979033,General ⊂ Medical
nuclear,12,Medical Imaging Magnetic Resonance Nuclear Magnetic Resonance; Nuclear Medicine Imaging Procedure; Nuclear Magnetic Resonance Imaging Brain; Nuclear Receptor Subfamily 2 Group B Member 1; Structure Of Anterior Nuclear Group Of Thalamus,1990; 77; 61; 13; 1,0.7485590294930239,General ⊂ Medical
attenuated,27,Transverse Relaxation Time Fluid Attenuated Inversion Recovery Mri,28,0.7486614219842054,General ⊂ Medical
nonspecific,227,Nonspecific Pain In The Neck Region; Nonspecific Pain In The Lumbar Region,20; 4,0.7487903370150646,General ⊂ Medical
referring,43,Referring Physician,29,0.7488492877270784,General ⊂ Medical
proliferation,2,Proliferation Morphologic Abnormality; Proliferation Intimal,3; 2,0.7492486881332634,General ⊂ Medical
st,108,St Segment Elevation Myocardial Infarction; Acute St Elevation Myocardial Infarction By Ekg Finding,79; 1,0.7494237843692486,General ⊂ Medical
iiib,13,Stage Iiib Testicular Cancer Ajcc V6 And V7; Stage Iiib Lung Large Cell Carcinoma Ajcc V7,9; 1,0.7499612540924913,General ⊂ Medical
throughout,742,Present Throughout The Entire Procedure,5,0.7501956585802493,General ⊂ Medical
distortion,51,Architectural Distortion,11,0.7504008559988116,General ⊂ Medical
shift,1469,Leukocytic Maturation Alteration Right Shift,61,0.7507382772172693,General ⊂ Medical
specific,20,Relational And Item Specific Encoding Task; Ldlr Chaperone Mesd Sentrin Specific Protease 1 Fusion Protein,2; 2,0.7511673567030963,General ⊂ Medical
caused,19,Infection Caused By Helicobacter Pylori,1,0.7514380098770181,General ⊂ Medical
numbering,3,Numbering System,1,0.7514861368172335,General ⊂ Medical
throat,8,Hoarseness Throat Symptom,2,0.7521602532493064,General ⊂ Medical
occupying,41,Space Occupying Lesion; Space Occupying Lesion Of Brain,7; 435,0.7527954427000011,General ⊂ Medical
canal,289,Central Canal Of The Spinal Cord; Neoplasm Of The Extradural Spinal Canal; External Auditory Canal Structure; Internal Auditory Canal Right; Sacral Region Of Central Canal Of Spinal Cord,17; 11; 1; 1; 2,0.7530687271309326,General ⊂ Medical
carina,1102,Resection Of Carina Of Trachea,3,0.7530957351594889,General ⊂ Medical
architectural,11,Architectural Distortion,11,0.7537349198467875,General ⊂ Medical
place,1335,3 Lead Electrocardiogram Rhythm Strip : Pacemaker In Place; Endotracheal Tube In Place; Pet Lays In One Place All Day,4; 7; 1,0.7538321027201765,General ⊂ Medical
foramen,98,Hernia Of Cerebellar Tonsil Into Foramen Magnum; Meningioma Of The Foramen Magnum,29; 1,0.7540409485329155,General ⊂ Medical
af,5,Af Atrial Fibrillation,11,0.7542635031733497,General ⊂ Medical
temporal,301,Mastoid Process Of Temporal Bone; Tissue Of Temporal Lobe Of Brain; Right Temporal Lobe Structure; Left Temporal Lobe Structure; Craniotomy Temporal; Temporal Lobe Infarct; White Matter Of Left Temporal Lobe; Structure Of Petrous Part Of Temporal Bone; Skin Of Right Temporal Part Of Head; Temporal Lobes Anterior; Temporal And Frontal Lobes; Occipital And Temporal Lobes; Temporal Region Of Scalp; Neoplasm Of Temporal Lobe Of Brain,332; 31; 56; 30; 6; 1; 1; 1; 1; 2; 1; 5; 1; 2,0.7543264726825265,General ⊂ Medical
vital,5,Monitor Patient S Vital Signs,1,0.7543865898474467,General ⊂ Medical
three,269,Three Weeks; Three Months; Three Dimensional Images; Medical Imaging Three Dimensional; Three Dimensional Magnetization Prepared Rapid Gradient Echo Imaging; Severity One Out Of Three,2; 4; 15; 7; 1; 1,0.7546489597750338,General ⊂ Medical
deviation,80,Tracheal Deviation To Left; Skew Deviation,3; 2,0.7546854064522682,General ⊂ Medical
surface,92,Structure Of Articular Surface Of Bone; Surface Region Of Upper Chest; Surface Region Of Lower Chest; Lateral Surface Of Thorax; Upper Thigh Surface Region; Surface Of Brain; Structure Of Medial Surface Of Thigh; Surface Of Left Sixth Rib; Of Skin Surface; Lower Thoracic Region Surface Region Of Back,46; 49; 48; 8; 8; 3; 1; 1; 6; 2,0.7554834679507685,General ⊂ Medical
procedural,339,Distinct Procedural Service; Current Procedural Terminology Code,326; 186,0.7558155040663548,General ⊂ Medical
inner,52,Inner Cannula Device,2,0.7560794303653364,General ⊂ Medical
protein,2,Transcription Factor 21 Protein Human; Rho Related Gtp Binding Protein Rhob Human; G Protein Coupled Receptor 167; Protein Truncation Abnormality; Tax Interaction Protein 1; Dystrophin Associated Protein Basic A1; Ldlr Chaperone Mesd Sentrin Specific Protease 1 Fusion Protein; Axis Inhibition Protein 2 Human; Epidermal Growth Factor Receptor Protein Tyrosine Kinase; Huntingtin Interacting Protein 1 Human; Ap 1 Enhancer Binding Protein,18; 9; 3; 3; 4; 2; 2; 2; 2; 1; 1,0.7562138765972612,General ⊂ Medical
exam,1317,Finding Of Abdominal Drain On Exam; Cellulitis On Exam Physical Finding,1; 1,0.7564298075744729,General ⊂ Medical
exit,5,Catheter Exit Site,1,0.7565179921325792,General ⊂ Medical
modality,9,Guidance For Percutaneous Biopsy : Find : Pt : Chest Lung : Doc : Imaging Modality,7,0.7567392981858622,General ⊂ Medical
bright,4,Brbpr Bright Red Blood Per Rectum,1,0.7570104126990838,General ⊂ Medical
primitive,2,Neuroendocrine Tumor Primitive Neuroectodermal,1,0.757012343831507,General ⊂ Medical
space,608,Air Space Opacification; Space Occupying Lesion; Narrowing Of Intervertebral Disc Space; Space Occupying Lesion Of Brain; Compartment Space Of Orbit; Periphrenic Space; Space Of L1 L2 Intervertebral Compartment; Space Of T9 T10 Intervertebral Compartment; Left Anterior Pararenal Space; 2Nd Intercostal Space; 3Rd Intercostal Space; Left Posterior Pararenal Space; Presacral Space; Anterior Pararenal Space; Structure Of Retropubic Space; Right Anterior Pararenal Space,2545; 7; 10; 435; 22; 2; 1; 1; 1; 1; 1; 1; 1; 1; 2; 1,0.7571414451583568,General ⊂ Medical
tomography,12,Multisection : Finding : Point In Time : Abdomen : Narrative : Computerized Tomography; Computerized Tomography Of Pelvis; Computerized Axial Tomography Of Thorax; Computerized Transaxial Tomography Without Iv Contrast; Computerized Axial Tomography Of Abdomen; Computerized Axial Tomography Of Brain With Radiopaque Contrast; Tomography Multidetector Row Computed; Computerized Axial Tomography Without Contrast; Positron Emission Tomography With Computed Tomography; Contrast Enhanced Computed Tomography; Computed Tomography Angiography Of Thorax; Computed Tomography Of Lungs; Ct Computerised Tomography Guidance; Computed Tomography Cystography; Computerized Tomography Of Neck; Computed Tomography Of Abdomen And Pelvis Procedure; High Resolution Computed Tomography; Computed Tomography Perfusion Imaging; Fluorodeoxyglucose Positron Emission Tomography; Computed Tomography Of The Brain Without Contrast; Computerised Tomography With Intravenous Contrast; Computerised Tomography Of Spine; Computed Tomography Of Cervical Spine; Computerized Tomography Limited Or Localized Follow Up Study; Pelvic Computed Tomography With Contrast; Computed Tomography Of Abdomen : Pancreas Not Well Visualized Procedure; Expiratory Computed Tomography; Fdg Positron Emission Tomography And Computed Tomography Scan; Multi Detector Computed Tomography Angiography; Drainage Using Computed Tomography Guidance; Computed Tomography Of Chest Abdomen And Pelvis Procedure; Computed Tomography Of Abdomen : Adrenal Gland Not Visualized Procedure; Computerised Tomography For Guidance Localisation; Medical Imaging Single Photon Emission Computed Tomography; Computed Tomography Of Thoracic Spine; Computed Tomography Guided Core Biopsy; Tomography Spiral Computer Assisted; Abdominal Computed Tomography Liver; Interventional Computed Tomography Service; Neck Computed Tomography With Contrast; Multiphasic Computed Tomography Of The Abdomen; Computed Tomography Of Lumbar Spine,622; 646; 1378; 57; 18; 163; 487; 6; 138; 14; 43; 34; 21; 4; 48; 4; 5; 20; 4; 14; 7; 3; 2; 3; 1; 2; 1; 7; 3; 8; 1; 1; 3; 1; 4; 8; 2; 9; 1; 1; 1; 1,0.7574904353586922,General ⊂ Medical
sub,25,Sub Clavian,2,0.757735070069315,General ⊂ Medical
signal,468,Signal Intensity,80,0.7578156452637828,General ⊂ Medical
previous,1770,Decrease In Size Since Previous Mammogram Finding; Increase In Size Since Previous Mammogram; New Finding Since Previous Mammogram; Previous Trauma; No Significant Change Since Previous Mammogram Finding; Previous Diagnosis,107; 141; 22; 1; 1; 1,0.7581667320315714,General ⊂ Medical
insulin,2,Niddm Non Insulin Dependent Diabetes Mellitus,1,0.758249461414447,General ⊂ Medical
interval,6268,12 Lead Electrocardiogram : Interval Change,3617,0.7585985490367082,General ⊂ Medical
absence,135,Absence Of Gallbladder; Peristaltic Sound Absence; Congenital Absence Of Breast,1; 3; 1,0.7587083270874923,General ⊂ Medical
iv,3146,Computerized Transaxial Tomography Without Iv Contrast; Ct Scan Of Abdomen Without And With Iv Contrast Procedure; Iv Access; Stage Iv Lung Cancer Ajcc V8; Stage Iv Epidermoid Cell Carcinoma Of The Lung; On Iv; Ct Of Chest With Iv Contrast Procedure; Malignant Neoplasm Of Larynx Stage Iv,57; 2; 31; 23; 1; 1; 2; 2,0.7589373388563063,General ⊂ Medical
great,139,Great Saphenous Vein Structure; Structure Of Great Blood Vessel Organ; Cistern Of The Great Cerebral Vein; Great Toe Structure,16; 55; 7; 3,0.7589891397815424,General ⊂ Medical
column,28,Structure Of Cervical Vertebral Column; Structure Of Lumbar Vertebral Column; Structure Of Vertebral Column; Structure Of Thoracic Vertebral Column; Metastatic Malignant Neoplasm To Vertebral Column; Lumbosacral Region Of Vertebral Column; Thoracolumbar Vertebral Column,205; 265; 32; 69; 12; 3; 3,0.7591819525413372,General ⊂ Medical
third,209,Third Ventricle Structure; Level Of The Third Thoracic Vertebra; Intervertebral Disc Structure Of Third Cervical Vertebra; Dilatation Of The Lateral And Third Ventricles; Posterior One Third Of Tongue; Third Lumbar Spinal Nerve; Dilation Of Third Ventricle; Intervertebral Disc Structure Of Third Lumbar Vertebra,20; 2; 1; 2; 3; 1; 1; 1,0.7598206921504558,General ⊂ Medical
poorly,89,Poorly Differentiated Carcinoma,1,0.7602523823909737,General ⊂ Medical
rendering,20,Volume Rendering; Imaging Study With 3 Dimensional Rendering,1; 2,0.7606921911503429,General ⊂ Medical
computerized,1,Multisection : Finding : Point In Time : Abdomen : Narrative : Computerized Tomography; Computerized Tomography Of Pelvis; Computerized Axial Tomography Of Thorax; Computerized Transaxial Tomography Without Iv Contrast; Computerized Axial Tomography Of Abdomen; Computerized Axial Tomography Of Brain With Radiopaque Contrast; Computerized Axial Tomography Without Contrast; Computerized Tomography Of Neck; Computerized Tomography Limited Or Localized Follow Up Study,622; 646; 1378; 57; 18; 163; 6; 48; 3,0.7614644215503836,General ⊂ Medical
